categoryId	displayName	displayPath	lineage	coverageTier	appCategory	includeForEmbedding	embeddingPriority	annotationStatus	notes
sunscreen-spray	防晒喷雾	运动户外 / 健身户外 / 运动旅行季节用品 / 防晒喷雾	Sports/Camping/Seasonal / Sports Travel Seasonal / Sports Travel Seasonal Items / Sunscreen Sprays	mvp	daily	pending	p2	pending	
raincoat	雨衣	运动户外 / 健身户外 / 运动旅行季节用品 / 雨衣	Sports/Camping/Seasonal / Sports Travel Seasonal / Sports Travel Seasonal Items / Raincoats	mvp	daily	pending	p2	pending	
mosquito-repellent-bottle	驱蚊液瓶	运动户外 / 健身户外 / 运动旅行季节用品 / 驱蚊液瓶	Sports/Camping/Seasonal / Sports Travel Seasonal / Sports Travel Seasonal Items / Mosquito Repellent Bottles	mvp	daily	pending	p2	pending	
frozen-meatball-bag	冷冻丸子袋	食品与囤货 / 冷冻食品 / 速冻食品 / 冷冻丸子袋	Food/Beverage/Tobacco / Frozen Food / Frozen Prepared Food / Frozen Meatball Bags	mvp	food	pending	p2	pending	
frozen-pizza-box	冷冻披萨盒	食品与囤货 / 冷冻食品 / 速冻食品 / 冷冻披萨盒	Food/Beverage/Tobacco / Frozen Food / Frozen Prepared Food / Frozen Pizza Boxes	mvp	food	pending	p2	pending	
frozen-corn-bag	冷冻玉米袋	食品与囤货 / 冷冻食品 / 速冻食品 / 冷冻玉米袋	Food/Beverage/Tobacco / Frozen Food / Frozen Prepared Food / Frozen Corn Bags	mvp	food	pending	p2	pending	
frozen-dessert-box	冷冻甜品盒	食品与囤货 / 冷冻食品 / 速冻食品 / 冷冻甜品盒	Food/Beverage/Tobacco / Frozen Food / Frozen Prepared Food / Frozen Dessert Boxes	mvp	food	pending	p2	pending	
frozen-vegetable-bag	冷冻蔬菜袋	食品与囤货 / 冷冻食品 / 速冻食品 / 冷冻蔬菜袋	Food/Beverage/Tobacco / Frozen Food / Frozen Prepared Food / Frozen Vegetable Bags	mvp	food	pending	p2	pending	
frozen-fries-bag	冷冻薯条袋	食品与囤货 / 冷冻食品 / 速冻食品 / 冷冻薯条袋	Food/Beverage/Tobacco / Frozen Food / Frozen Prepared Food / Frozen Fries Bags	mvp	food	pending	p2	pending	
frozen-shrimp-bag	冷冻虾袋	食品与囤货 / 冷冻食品 / 速冻食品 / 冷冻虾袋	Food/Beverage/Tobacco / Frozen Food / Frozen Prepared Food / Frozen Shrimp Bags	mvp	food	pending	p2	pending	
frozen-noodle-pack	冷冻面包装	食品与囤货 / 冷冻食品 / 速冻食品 / 冷冻面包装	Food/Beverage/Tobacco / Frozen Food / Frozen Prepared Food / Frozen Noodle Packs	mvp	food	pending	p2	pending	
frozen-fish-fillet-pack	冷冻鱼片包	食品与囤货 / 冷冻食品 / 速冻食品 / 冷冻鱼片包	Food/Beverage/Tobacco / Frozen Food / Frozen Prepared Food / Frozen Fish Fillet Packs	mvp	food	pending	p2	pending	
frozen-hotpot-mix	火锅丸子包	食品与囤货 / 冷冻食品 / 速冻食品 / 火锅丸子包	Food/Beverage/Tobacco / Frozen Food / Frozen Prepared Food / Frozen Hot Pot Mix Packs	mvp	food	pending	p2	pending	
frozen-bun-bag	速冻包子袋	食品与囤货 / 冷冻食品 / 速冻食品 / 速冻包子袋	Food/Beverage/Tobacco / Frozen Food / Frozen Prepared Food / Frozen Bun Bags	mvp	food	pending	p2	pending	
frozen-dumpling-bag	速冻水饺袋	食品与囤货 / 冷冻食品 / 速冻食品 / 速冻水饺袋	Food/Beverage/Tobacco / Frozen Food / Frozen Prepared Food / Frozen Dumpling Bags	mvp	food	pending	p2	pending	
frozen-rice-pack	速冻米饭包	食品与囤货 / 冷冻食品 / 速冻食品 / 速冻米饭包	Food/Beverage/Tobacco / Frozen Food / Frozen Prepared Food / Frozen Rice Packs	mvp	food	pending	p2	pending	
frozen-wonton-bag	速冻馄饨袋	食品与囤货 / 冷冻食品 / 速冻食品 / 速冻馄饨袋	Food/Beverage/Tobacco / Frozen Food / Frozen Prepared Food / Frozen Wonton Bags	mvp	food	pending	p2	pending	
ice-pop-box	雪糕盒	食品与囤货 / 冷冻食品 / 速冻食品 / 雪糕盒	Food/Beverage/Tobacco / Frozen Food / Frozen Prepared Food / Ice Pop Boxes	mvp	food	pending	p2	pending	
fermented-milk-drink	乳酸菌饮料	食品与囤货 / 冷藏食品 / 乳品冷藏 / 乳酸菌饮料	Food/Beverage/Tobacco / Chilled Food / Dairy Products / Fermented Milk Drinks	mvp	food	pending	p2	pending	
ice-cream-tub	冰淇淋桶	食品与囤货 / 冷藏食品 / 乳品冷藏 / 冰淇淋桶	Food/Beverage/Tobacco / Chilled Food / Dairy Products / Ice Cream Tubs	mvp	food	pending	p2	pending	
cream-carton	奶油盒	食品与囤货 / 冷藏食品 / 乳品冷藏 / 奶油盒	Food/Beverage/Tobacco / Chilled Food / Dairy Products / Cream Cartons	mvp	food	pending	p2	pending	
milk-powder-can	奶粉罐	食品与囤货 / 冷藏食品 / 乳品冷藏 / 奶粉罐	Food/Beverage/Tobacco / Chilled Food / Dairy Products / Milk Powder Cans	mvp	food	pending	p2	pending	
cheese-stick	奶酪棒	食品与囤货 / 冷藏食品 / 乳品冷藏 / 奶酪棒	Food/Beverage/Tobacco / Chilled Food / Dairy Products / Cheese Sticks	mvp	food	pending	p2	pending	
pudding-cup	布丁杯	食品与囤货 / 冷藏食品 / 乳品冷藏 / 布丁杯	Food/Beverage/Tobacco / Chilled Food / Dairy Products / Pudding Cups	mvp	food	pending	p2	pending	
coconut-milk-carton	椰奶盒	食品与囤货 / 冷藏食品 / 乳品冷藏 / 椰奶盒	Food/Beverage/Tobacco / Chilled Food / Dairy Products / Coconut Milk Cartons	mvp	food	pending	p2	pending	
condensed-milk-can	炼乳罐	食品与囤货 / 冷藏食品 / 乳品冷藏 / 炼乳罐	Food/Beverage/Tobacco / Chilled Food / Dairy Products / Condensed Milk Cans	mvp	food	pending	p2	pending	
cheese-slice-pack	芝士片包装	食品与囤货 / 冷藏食品 / 乳品冷藏 / 芝士片包装	Food/Beverage/Tobacco / Chilled Food / Dairy Products / Cheese Slice Packs	mvp	food	pending	p2	pending	
milk-bag	袋装牛奶	食品与囤货 / 冷藏食品 / 乳品冷藏 / 袋装牛奶	Food/Beverage/Tobacco / Chilled Food / Dairy Products / Milk Bags	mvp	food	pending	p2	pending	
soy-milk-bottle	豆奶瓶	食品与囤货 / 冷藏食品 / 乳品冷藏 / 豆奶瓶	Food/Beverage/Tobacco / Chilled Food / Dairy Products / Soy Milk Bottles	mvp	food	pending	p2	pending	
yogurt-cup	酸奶杯	食品与囤货 / 冷藏食品 / 乳品冷藏 / 酸奶杯	Food/Beverage/Tobacco / Chilled Food / Dairy Products / Yogurt Cups	mvp	food	pending	p1	pending	
yogurt-bottle	酸奶瓶	食品与囤货 / 冷藏食品 / 乳品冷藏 / 酸奶瓶	Food/Beverage/Tobacco / Chilled Food / Dairy Products / Yogurt Bottles	mvp	food	pending	p2	pending	
milk-bottle	鲜奶瓶	食品与囤货 / 冷藏食品 / 乳品冷藏 / 鲜奶瓶	Food/Beverage/Tobacco / Chilled Food / Dairy Products / Milk Bottles	mvp	food	pending	p2	pending	
butter-block	黄油块	食品与囤货 / 冷藏食品 / 乳品冷藏 / 黄油块	Food/Beverage/Tobacco / Chilled Food / Dairy Products / Butter Blocks	mvp	food	pending	p2	pending	
rice-bag	米袋	食品与囤货 / 常温食品 / 包装食品与主食 / 米袋	Food & Beverage / Shelf Stable Food / Packaged Food & Pantry Staples / Rice Bags	mvp	food	pending	p1	pending	
canned-food	罐头	食品与囤货 / 常温食品 / 包装食品与主食 / 罐头	Food & Beverage / Shelf Stable Food / Packaged Food & Pantry Staples / Canned Food	mvp	food	pending	p1	pending	
spice-jar	调料瓶	食品与囤货 / 常温食品 / 包装食品与主食 / 调料瓶	Food & Beverage / Shelf Stable Food / Packaged Food & Pantry Staples / Spice Jars	mvp	food	pending	p1	pending	
snack-bag	零食袋	食品与囤货 / 常温食品 / 包装食品与主食 / 零食袋	Food & Beverage / Shelf Stable Food / Packaged Food & Pantry Staples / Snack Bags	mvp	food	pending	p1	pending	
noodle-pack	面条包装	食品与囤货 / 常温食品 / 包装食品与主食 / 面条包装	Food & Beverage / Shelf Stable Food / Packaged Food & Pantry Staples / Noodle Packs	mvp	food	pending	p1	pending	
beverage-bottle	饮料瓶	食品与囤货 / 常温食品 / 包装食品与主食 / 饮料瓶	Food & Beverage / Shelf Stable Food / Packaged Food & Pantry Staples / Beverage Bottles	mvp	food	pending	p1	pending	
cereal-box	麦片盒	食品与囤货 / 常温食品 / 包装食品与主食 / 麦片盒	Food & Beverage / Shelf Stable Food / Packaged Food & Pantry Staples / Cereal Boxes	mvp	food	pending	p1	pending	
dried-mushroom-bag	干香菇袋	食品与囤货 / 常温食品 / 包装食品补充 / 干香菇袋	Food/Beverage/Tobacco / Shelf Stable Food / Packaged Food Additional Bricks / Dried Mushroom Bags	mvp	food	pending	p2	pending	
rice-cake-pack	年糕包装	食品与囤货 / 常温食品 / 包装食品补充 / 年糕包装	Food/Beverage/Tobacco / Shelf Stable Food / Packaged Food Additional Bricks / Rice Cake Packs	mvp	food	pending	p2	pending	
dried-noodle-bundle	挂面捆	食品与囤货 / 常温食品 / 包装食品补充 / 挂面捆	Food/Beverage/Tobacco / Shelf Stable Food / Packaged Food Additional Bricks / Dried Noodle Bundles	mvp	food	pending	p2	pending	
spring-roll-wrapper-pack	春卷皮包装	食品与囤货 / 常温食品 / 包装食品补充 / 春卷皮包装	Food/Beverage/Tobacco / Shelf Stable Food / Packaged Food Additional Bricks / Spring Roll Wrapper Packs	mvp	food	pending	p2	pending	
goji-berry-bag	枸杞袋	食品与囤货 / 常温食品 / 包装食品补充 / 枸杞袋	Food/Beverage/Tobacco / Shelf Stable Food / Packaged Food Additional Bricks / Goji Berry Bags	mvp	food	pending	p2	pending	
pickled-vegetable-pack	榨菜包	食品与囤货 / 常温食品 / 包装食品补充 / 榨菜包	Food/Beverage/Tobacco / Shelf Stable Food / Packaged Food Additional Bricks / Pickled Vegetable Packs	mvp	food	pending	p2	pending	
olive-vegetable-jar	橄榄菜瓶	食品与囤货 / 常温食品 / 包装食品补充 / 橄榄菜瓶	Food/Beverage/Tobacco / Shelf Stable Food / Packaged Food Additional Bricks / Olive Vegetable Jars	mvp	food	pending	p2	pending	
glutinous-rice-ball-bag	汤圆袋	食品与囤货 / 常温食品 / 包装食品补充 / 汤圆袋	Food/Beverage/Tobacco / Shelf Stable Food / Packaged Food Additional Bricks / Glutinous Rice Ball Bags	mvp	food	pending	p2	pending	
kimchi-jar	泡菜瓶	食品与囤货 / 常温食品 / 包装食品补充 / 泡菜瓶	Food/Beverage/Tobacco / Shelf Stable Food / Packaged Food Additional Bricks / Kimchi Jars	mvp	food	pending	p2	pending	
dried-seaweed-bag	紫菜袋	食品与囤货 / 常温食品 / 包装食品补充 / 紫菜袋	Food/Beverage/Tobacco / Shelf Stable Food / Packaged Food Additional Bricks / Dried Seaweed Bags	mvp	food	pending	p2	pending	
fermented-bean-curd-jar	腐乳瓶	食品与囤货 / 常温食品 / 包装食品补充 / 腐乳瓶	Food/Beverage/Tobacco / Shelf Stable Food / Packaged Food Additional Bricks / Fermented Bean Curd Jars	mvp	food	pending	p2	pending	
bean-curd-stick-pack	腐竹包装	食品与囤货 / 常温食品 / 包装食品补充 / 腐竹包装	Food/Beverage/Tobacco / Shelf Stable Food / Packaged Food Additional Bricks / Bean Curd Stick Packs	mvp	food	pending	p2	pending	
sesame-paste-jar	芝麻酱瓶	食品与囤货 / 常温食品 / 包装食品补充 / 芝麻酱瓶	Food/Beverage/Tobacco / Shelf Stable Food / Packaged Food Additional Bricks / Sesame Paste Jars	mvp	food	pending	p2	pending	
tofu-skin-pack	豆皮包装	食品与囤货 / 常温食品 / 包装食品补充 / 豆皮包装	Food/Beverage/Tobacco / Shelf Stable Food / Packaged Food Additional Bricks / Tofu Skin Packs	mvp	food	pending	p2	pending	
dumpling-wrapper-pack	饺子皮包装	食品与囤货 / 常温食品 / 包装食品补充 / 饺子皮包装	Food/Beverage/Tobacco / Shelf Stable Food / Packaged Food Additional Bricks / Dumpling Wrapper Packs	mvp	food	pending	p2	pending	
croissant-pack	可颂包装	食品与囤货 / 常温食品 / 早餐烘焙 / 可颂包装	Food/Beverage/Tobacco / Shelf Stable Food / Breakfast and Bakery / Croissant Packs	mvp	food	pending	p2	pending	
toast-bread-bag	吐司袋	食品与囤货 / 常温食品 / 早餐烘焙 / 吐司袋	Food/Beverage/Tobacco / Shelf Stable Food / Breakfast and Bakery / Toast Bread Bags	mvp	food	pending	p2	pending	
breakfast-cereal-box	早餐谷物盒	食品与囤货 / 常温食品 / 早餐烘焙 / 早餐谷物盒	Food/Beverage/Tobacco / Shelf Stable Food / Breakfast and Bakery / Breakfast Cereal Boxes	mvp	food	pending	p2	pending	
pancake-mix-box	松饼粉盒	食品与囤货 / 常温食品 / 早餐烘焙 / 松饼粉盒	Food/Beverage/Tobacco / Shelf Stable Food / Breakfast and Bakery / Pancake Mix Boxes	mvp	food	pending	p2	pending	
jam-jar	果酱瓶	食品与囤货 / 常温食品 / 早餐烘焙 / 果酱瓶	Food/Beverage/Tobacco / Shelf Stable Food / Breakfast and Bakery / Jam Jars	mvp	food	pending	p2	pending	
granola-bag	格兰诺拉麦片袋	食品与囤货 / 常温食品 / 早餐烘焙 / 格兰诺拉麦片袋	Food/Beverage/Tobacco / Shelf Stable Food / Breakfast and Bakery / Granola Bags	mvp	food	pending	p2	pending	
baking-chocolate-bag	烘焙巧克力袋	食品与囤货 / 常温食品 / 早餐烘焙 / 烘焙巧克力袋	Food/Beverage/Tobacco / Shelf Stable Food / Breakfast and Bakery / Baking Chocolate Bags	mvp	food	pending	p2	pending	
peanut-butter-jar	花生酱瓶	食品与囤货 / 常温食品 / 早餐烘焙 / 花生酱瓶	Food/Beverage/Tobacco / Shelf Stable Food / Breakfast and Bakery / Peanut Butter Jars	mvp	food	pending	p2	pending	
cake-roll-pack	蛋糕卷包装	食品与囤货 / 常温食品 / 早餐烘焙 / 蛋糕卷包装	Food/Beverage/Tobacco / Shelf Stable Food / Breakfast and Bakery / Cake Roll Packs	mvp	food	pending	p2	pending	
honey-bottle	蜂蜜瓶	食品与囤货 / 常温食品 / 早餐烘焙 / 蜂蜜瓶	Food/Beverage/Tobacco / Shelf Stable Food / Breakfast and Bakery / Honey Bottles	mvp	food	pending	p2	pending	
bagel-pack	贝果包装	食品与囤货 / 常温食品 / 早餐烘焙 / 贝果包装	Food/Beverage/Tobacco / Shelf Stable Food / Breakfast and Bakery / Bagel Packs	mvp	food	pending	p2	pending	
flour-box	面粉盒	食品与囤货 / 常温食品 / 早餐烘焙 / 面粉盒	Food/Beverage/Tobacco / Shelf Stable Food / Breakfast and Bakery / Flour Boxes	mvp	food	pending	p2	pending	
curry-block-box	咖喱块盒	食品与囤货 / 常温食品 / 粮油调味 / 咖喱块盒	Food/Beverage/Tobacco / Shelf Stable Food / Cooking Staples Condiments / Curry Block Boxes	mvp	food	pending	p2	pending	
rice-bag-small	小袋米	食品与囤货 / 常温食品 / 粮油调味 / 小袋米	Food/Beverage/Tobacco / Shelf Stable Food / Cooking Staples Condiments / Small Rice Bags	mvp	food	pending	p2	pending	
pasta-pack	意面包装	食品与囤货 / 常温食品 / 粮油调味 / 意面包装	Food/Beverage/Tobacco / Shelf Stable Food / Cooking Staples Condiments / Pasta Packs	mvp	food	pending	p2	pending	
cooking-wine-bottle	料酒瓶	食品与囤货 / 常温食品 / 粮油调味 / 料酒瓶	Food/Beverage/Tobacco / Shelf Stable Food / Cooking Staples Condiments / Cooking Wine Bottles	mvp	food	pending	p2	pending	
grain-bag	杂粮袋	食品与囤货 / 常温食品 / 粮油调味 / 杂粮袋	Food/Beverage/Tobacco / Shelf Stable Food / Cooking Staples Condiments / Grain Bags	mvp	food	pending	p2	pending	
instant-noodle-cup	桶装方便面	食品与囤货 / 常温食品 / 粮油调味 / 桶装方便面	Food/Beverage/Tobacco / Shelf Stable Food / Cooking Staples Condiments / Instant Noodle Cups	mvp	food	pending	p2	pending	
salad-dressing-bottle	沙拉酱瓶	食品与囤货 / 常温食品 / 粮油调味 / 沙拉酱瓶	Food/Beverage/Tobacco / Shelf Stable Food / Cooking Staples Condiments / Salad Dressing Bottles	mvp	food	pending	p2	pending	
baking-powder-can	泡打粉罐	食品与囤货 / 常温食品 / 粮油调味 / 泡打粉罐	Food/Beverage/Tobacco / Shelf Stable Food / Cooking Staples Condiments / Baking Powder Cans	mvp	food	pending	p2	pending	
cornstarch-bag	淀粉袋	食品与囤货 / 常温食品 / 粮油调味 / 淀粉袋	Food/Beverage/Tobacco / Shelf Stable Food / Cooking Staples Condiments / Cornstarch Bags	mvp	food	pending	p2	pending	
hotpot-base-pack	火锅底料包	食品与囤货 / 常温食品 / 粮油调味 / 火锅底料包	Food/Beverage/Tobacco / Shelf Stable Food / Cooking Staples Condiments / Hot Pot Base Packs	mvp	food	pending	p2	pending	
ketchup-bottle	番茄酱瓶	食品与囤货 / 常温食品 / 粮油调味 / 番茄酱瓶	Food/Beverage/Tobacco / Shelf Stable Food / Cooking Staples Condiments / Ketchup Bottles	mvp	food	pending	p2	pending	
vermicelli-pack	粉丝包装	食品与囤货 / 常温食品 / 粮油调味 / 粉丝包装	Food/Beverage/Tobacco / Shelf Stable Food / Cooking Staples Condiments / Vermicelli Packs	mvp	food	pending	p2	pending	
oyster-sauce-bottle	蚝油瓶	食品与囤货 / 常温食品 / 粮油调味 / 蚝油瓶	Food/Beverage/Tobacco / Shelf Stable Food / Cooking Staples Condiments / Oyster Sauce Bottles	mvp	food	pending	p2	pending	
mayonnaise-bottle	蛋黄酱瓶	食品与囤货 / 常温食品 / 粮油调味 / 蛋黄酱瓶	Food/Beverage/Tobacco / Shelf Stable Food / Cooking Staples Condiments / Mayonnaise Bottles	mvp	food	pending	p2	pending	
instant-noodle-bag	袋装方便面	食品与囤货 / 常温食品 / 粮油调味 / 袋装方便面	Food/Beverage/Tobacco / Shelf Stable Food / Cooking Staples Condiments / Instant Noodle Bags	mvp	food	pending	p2	pending	
seasoning-packet	调味料包	食品与囤货 / 常温食品 / 粮油调味 / 调味料包	Food/Beverage/Tobacco / Shelf Stable Food / Cooking Staples Condiments / Seasoning Packets	mvp	food	pending	p2	pending	
bean-bag	豆类袋	食品与囤货 / 常温食品 / 粮油调味 / 豆类袋	Food/Beverage/Tobacco / Shelf Stable Food / Cooking Staples Condiments / Bean Bags	mvp	food	pending	p2	pending	
chili-sauce-jar	辣酱瓶	食品与囤货 / 常温食品 / 粮油调味 / 辣酱瓶	Food/Beverage/Tobacco / Shelf Stable Food / Cooking Staples Condiments / Chili Sauce Jars	mvp	food	pending	p2	pending	
yeast-pack	酵母包装	食品与囤货 / 常温食品 / 粮油调味 / 酵母包装	Food/Beverage/Tobacco / Shelf Stable Food / Cooking Staples Condiments / Yeast Packs	mvp	food	pending	p2	pending	
sesame-oil-bottle	香油瓶	食品与囤货 / 常温食品 / 粮油调味 / 香油瓶	Food/Beverage/Tobacco / Shelf Stable Food / Cooking Staples Condiments / Sesame Oil Bottles	mvp	food	pending	p2	pending	
coffee-jar	咖啡罐	食品与囤货 / 常温食品 / 调味干货与饮品 / 咖啡罐	Food & Beverage / Shelf Stable Food / Condiments, Dry Goods & Drinks / Coffee Jars	mvp	food	pending	p1	pending	
dried-fruit-bag	果干袋	食品与囤货 / 常温食品 / 调味干货与饮品 / 果干袋	Food & Beverage / Shelf Stable Food / Condiments, Dry Goods & Drinks / Dried Fruit Bags	mvp	food	pending	p1	pending	
milk-carton	牛奶盒	食品与囤货 / 常温食品 / 调味干货与饮品 / 牛奶盒	Food & Beverage / Shelf Stable Food / Condiments, Dry Goods & Drinks / Milk Cartons	mvp	food	pending	p1	pending	
pet-bottle-water	瓶装水	食品与囤货 / 常温食品 / 调味干货与饮品 / 瓶装水	Food & Beverage / Shelf Stable Food / Condiments, Dry Goods & Drinks / Bottled Water	mvp	food	pending	p1	pending	
sugar-jar	糖罐	食品与囤货 / 常温食品 / 调味干货与饮品 / 糖罐	Food & Beverage / Shelf Stable Food / Condiments, Dry Goods & Drinks / Sugar Jars	mvp	food	pending	p1	pending	
tea-box	茶叶盒	食品与囤货 / 常温食品 / 调味干货与饮品 / 茶叶盒	Food & Beverage / Shelf Stable Food / Condiments, Dry Goods & Drinks / Tea Boxes	mvp	food	pending	p1	pending	
sauce-pouch	酱料袋	食品与囤货 / 常温食品 / 调味干货与饮品 / 酱料袋	Food & Beverage / Shelf Stable Food / Condiments, Dry Goods & Drinks / Sauce Pouches	mvp	food	pending	p1	pending	
soy-sauce-bottle	酱油瓶	食品与囤货 / 常温食品 / 调味干货与饮品 / 酱油瓶	Food & Beverage / Shelf Stable Food / Condiments, Dry Goods & Drinks / Soy Sauce Bottles	mvp	food	pending	p1	pending	
vinegar-bottle	醋瓶	食品与囤货 / 常温食品 / 调味干货与饮品 / 醋瓶	Food & Beverage / Shelf Stable Food / Condiments, Dry Goods & Drinks / Vinegar Bottles	mvp	food	pending	p1	pending	
flour-bag	面粉袋	食品与囤货 / 常温食品 / 调味干货与饮品 / 面粉袋	Food & Beverage / Shelf Stable Food / Condiments, Dry Goods & Drinks / Flour Bags	mvp	food	pending	p1	pending	
cooking-oil-bottle	食用油瓶	食品与囤货 / 常温食品 / 调味干货与饮品 / 食用油瓶	Food & Beverage / Shelf Stable Food / Condiments, Dry Goods & Drinks / Cooking Oil Bottles	mvp	food	pending	p1	pending	
salt-container	食盐罐	食品与囤货 / 常温食品 / 调味干货与饮品 / 食盐罐	Food & Beverage / Shelf Stable Food / Condiments, Dry Goods & Drinks / Salt Containers	mvp	food	pending	p1	pending	
water-jug	饮水壶	食品与囤货 / 常温食品 / 调味干货与饮品 / 饮水壶	Food & Beverage / Shelf Stable Food / Condiments, Dry Goods & Drinks / Water Jugs	mvp	food	pending	p1	pending	
biscuit-tin	饼干盒	食品与囤货 / 常温食品 / 调味干货与饮品 / 饼干盒	Food & Beverage / Shelf Stable Food / Condiments, Dry Goods & Drinks / Biscuit Tins	mvp	food	pending	p1	pending	
gum-pack	口香糖包装	食品与囤货 / 常温食品 / 零食糖果 / 口香糖包装	Food/Beverage/Tobacco / Shelf Stable Food / Snacks and Confectionery / Gum Packs	mvp	food	pending	p2	pending	
nuts-bag	坚果袋	食品与囤货 / 常温食品 / 零食糖果 / 坚果袋	Food/Beverage/Tobacco / Shelf Stable Food / Snacks and Confectionery / Nut Bags	mvp	food	pending	p2	pending	
wafer-pack	威化包装	食品与囤货 / 常温食品 / 零食糖果 / 威化包装	Food/Beverage/Tobacco / Shelf Stable Food / Snacks and Confectionery / Wafer Packs	mvp	food	pending	p2	pending	
chocolate-bar	巧克力条	食品与囤货 / 常温食品 / 零食糖果 / 巧克力条	Food/Beverage/Tobacco / Shelf Stable Food / Snacks and Confectionery / Chocolate Bars	mvp	food	pending	p2	pending	
cookie-bag	曲奇袋	食品与囤货 / 常温食品 / 零食糖果 / 曲奇袋	Food/Beverage/Tobacco / Shelf Stable Food / Snacks and Confectionery / Cookie Bags	mvp	food	pending	p2	pending	
moon-cake-box	月饼盒	食品与囤货 / 常温食品 / 零食糖果 / 月饼盒	Food/Beverage/Tobacco / Shelf Stable Food / Snacks and Confectionery / Moon Cake Boxes	mvp	food	pending	p2	pending	
jelly-cup	果冻杯	食品与囤货 / 常温食品 / 零食糖果 / 果冻杯	Food/Beverage/Tobacco / Shelf Stable Food / Snacks and Confectionery / Jelly Cups	mvp	food	pending	p2	pending	
seaweed-snack-pack	海苔包装	食品与囤货 / 常温食品 / 零食糖果 / 海苔包装	Food/Beverage/Tobacco / Shelf Stable Food / Snacks and Confectionery / Seaweed Snack Packs	mvp	food	pending	p2	pending	
pastry-box	点心盒	食品与囤货 / 常温食品 / 零食糖果 / 点心盒	Food/Beverage/Tobacco / Shelf Stable Food / Snacks and Confectionery / Pastry Boxes	mvp	food	pending	p2	pending	
instant-oatmeal-can	燕麦罐	食品与囤货 / 常温食品 / 零食糖果 / 燕麦罐	Food/Beverage/Tobacco / Shelf Stable Food / Snacks and Confectionery / Instant Oatmeal Cans	mvp	food	pending	p2	pending	
cake-pack	糕点包装	食品与囤货 / 常温食品 / 零食糖果 / 糕点包装	Food/Beverage/Tobacco / Shelf Stable Food / Snacks and Confectionery / Cake Packs	mvp	food	pending	p2	pending	
candy-bag	糖果袋	食品与囤货 / 常温食品 / 零食糖果 / 糖果袋	Food/Beverage/Tobacco / Shelf Stable Food / Snacks and Confectionery / Candy Bags	mvp	food	pending	p2	pending	
dried-meat-snack	肉干袋	食品与囤货 / 常温食品 / 零食糖果 / 肉干袋	Food/Beverage/Tobacco / Shelf Stable Food / Snacks and Confectionery / Dried Meat Snack Bags	mvp	food	pending	p2	pending	
puffed-snack-bag	膨化食品袋	食品与囤货 / 常温食品 / 零食糖果 / 膨化食品袋	Food/Beverage/Tobacco / Shelf Stable Food / Snacks and Confectionery / Puffed Snack Bags	mvp	food	pending	p2	pending	
potato-chip-bag	薯片袋	食品与囤货 / 常温食品 / 零食糖果 / 薯片袋	Food/Beverage/Tobacco / Shelf Stable Food / Snacks and Confectionery / Potato Chip Bags	mvp	food	pending	p2	pending	
ice-cream-cone-pack	蛋筒包装	食品与囤货 / 常温食品 / 零食糖果 / 蛋筒包装	Food/Beverage/Tobacco / Shelf Stable Food / Snacks and Confectionery / Ice Cream Cone Packs	mvp	food	pending	p2	pending	
snack-gift-box	零食礼盒	食品与囤货 / 常温食品 / 零食糖果 / 零食礼盒	Food/Beverage/Tobacco / Shelf Stable Food / Snacks and Confectionery / Snack Gift Boxes	mvp	food	pending	p2	pending	
bread-loaf-bag	面包袋	食品与囤货 / 常温食品 / 零食糖果 / 面包袋	Food/Beverage/Tobacco / Shelf Stable Food / Snacks and Confectionery / Bread Loaf Bags	mvp	food	pending	p2	pending	
cracker-box	饼干盒	食品与囤货 / 常温食品 / 零食糖果 / 饼干盒	Food/Beverage/Tobacco / Shelf Stable Food / Snacks and Confectionery / Cracker Boxes	mvp	food	pending	p2	pending	
cereal-bag	麦片袋	食品与囤货 / 常温食品 / 零食糖果 / 麦片袋	Food/Beverage/Tobacco / Shelf Stable Food / Snacks and Confectionery / Cereal Bags	mvp	food	pending	p2	pending	
powdered-drink-jar	冲调饮品罐	食品与囤货 / 常温食品 / 饮料 / 冲调饮品罐	Food/Beverage/Tobacco / Beverages / Packaged Beverages / Powdered Drink Jars	mvp	food	pending	p2	pending	
herbal-tea-can	凉茶罐	食品与囤货 / 常温食品 / 饮料 / 凉茶罐	Food/Beverage/Tobacco / Beverages / Packaged Beverages / Herbal Tea Cans	mvp	food	pending	p2	pending	
beer-bottle	啤酒瓶	食品与囤货 / 常温食品 / 饮料 / 啤酒瓶	Food/Beverage/Tobacco / Beverages / Packaged Beverages / Beer Bottles	mvp	food	pending	p2	pending	
beer-can	啤酒罐	食品与囤货 / 常温食品 / 饮料 / 啤酒罐	Food/Beverage/Tobacco / Beverages / Packaged Beverages / Beer Cans	mvp	food	pending	p2	pending	
juice-bottle	果汁瓶	食品与囤货 / 常温食品 / 饮料 / 果汁瓶	Food/Beverage/Tobacco / Beverages / Packaged Beverages / Juice Bottles	mvp	food	pending	p2	pending	
juice-carton	果汁盒	食品与囤货 / 常温食品 / 饮料 / 果汁盒	Food/Beverage/Tobacco / Beverages / Packaged Beverages / Juice Cartons	mvp	food	pending	p2	pending	
plant-protein-drink	植物蛋白饮料	食品与囤货 / 常温食品 / 饮料 / 植物蛋白饮料	Food/Beverage/Tobacco / Beverages / Packaged Beverages / Plant Protein Drinks	mvp	food	pending	p2	pending	
